begin,end,participant,utterance,source,utterance_raw,language,corpus,duration,uid,nature,utterance_stripped,nwords,nchar,n,rank,freq,overlap,priorby,FTO,overlapped,talk_all,talk_rel,load,transitions,turns_all,turns_rel,participants,rank_perc,freq_perc
209761,210615,spreker2 [v] (TIE2),en toen zijn we,/dutch2/DVA13U,en toen zijn we,dutch,dutch2,854,dutch-04-164-209761,talk,en toen zijn we,4,15,4,202,6.222439287038799e-10,partial,other,-47,NA,12126,0.724063994722085,1.23206665311928,6,10,0.6,2,29,73
210615,211873,spreker2 [v] (TIE2),toen zijn we gaan fietsen en,/dutch2/DVA13U,toen zijn we gaan fietsen en,dutch,dutch2,1258,dutch-04-165-210615,talk,toen zijn we gaan fietsen en,6,28,1,205,1.5556098217596995e-10,NA,self,NA,NA,13384,0.75,1.20576576576577,6,11,0.636363636363636,2,100,69
211873,212796,spreker2 [v] (TIE2),toen kwamen we opeens,/dutch2/DVA13U,toen kwamen we opeens,dutch,dutch2,923,dutch-04-166-211873,talk,toen kwamen we opeens,4,21,1,205,1.5556098217596995e-10,NA,self,NA,NA,10108,0.803620894341116,1.10048992923244,4,10,0.7,2,100,69
212796,215381,spreker2 [v] (TIE2),onder aan die dijk waren eigenlijk niet zoveel strandjes als we gedacht hadden,/dutch2/DVA13U,onder aan die dijk waren eigenlijk niet zoveel strandjes als we gedacht hadden,dutch,dutch2,2585,dutch-04-167-212796,talk,onder aan die dijk waren eigenlijk niet zoveel strandjes als we gedacht hadden,13,78,1,205,1.5556098217596995e-10,NA,self,NA,NA,12693,0.843614590719294,1.07841971112999,4,11,0.727272727272727,2,100,69
215727,217077,spreker2 [v] (TIE2),maar op gegeven moment zagen we denk ik,/dutch2/DVA13U,maar op gegeven moment zagen we denk ik,dutch,dutch2,1350,dutch-04-168-215727,talk,maar op gegeven moment zagen we denk ik,8,39,1,205,1.5556098217596995e-10,NA,self,NA,NA,11919,0.83345918281735,1.05087286192911,4,11,0.727272727272727,2,100,69
217470,219777,spreker2 [v] (TIE2),ja 'n aangelegd strandje van twee bij drie meter,/dutch2/DVA13U,ja 'n aangelegd strandje van twee bij drie meter,dutch,dutch2,2307,dutch-04-169-217470,talk,ja 'n aangelegd strandje van twee bij drie meter,9,48,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11804,0.870891223314131,1.0029739145212,3,9,0.777777777777778,2,100,69
219743,220204,spreker1 [v] (TIE0),ja?,/dutch2/DVA13U,ja?,dutch,dutch2,461,dutch-04-170-219743,talk,ja?,1,3,69,139,1.0733707770141928e-8,partial,other,-34,NA,9738,0.0473403162867118,0.932490663602413,1,7,0.142857142857143,2,23,78
221093.00000000003,222397,spreker2 [v] (TIE2),nou gewoon gemaakt voor ons,/dutch2/DVA13U,nou gewoon gemaakt voor ons,dutch,dutch2,1303.999999999971,dutch-04-171-221093,talk,nou gewoon gemaakt voor ons,5,27,1,205,1.5556098217596995e-10,NA,other,889.0000000000291,NA,8929,0.948370478217046,0.848441657164576,2,6,0.833333333333333,2,100,69
222397,223316,spreker2 [v] (TIE2),kon verder niemand op,/dutch2/DVA13U,kon verder niemand op,dutch,dutch2,919,dutch-04-172-222397,talk,kon verder niemand op,4,21,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,8925,0.948347338935574,0.848384030418251,2,6,0.833333333333333,2,100,69
222485,222853.99999999997,spreker1 [v] (TIE0),ja?,/dutch2/DVA13U,ja?,dutch,dutch2,368.9999999999709,dutch-04-173-222485,talk,ja?,1,3,69,139,1.0733707770141928e-8,full,other,88,NA,9293,0.0892069299472721,0.883365019011407,3,7,0.285714285714286,2,23,78
223316,225785,spreker2 [v] (TIE2),maar vanaf die plek kwam je ook heel erg lekker 't water in,/dutch2/DVA13U,maar vanaf die plek kwam je ook heel erg lekker 't water in,dutch,dutch2,2469,dutch-04-174-223316,talk,maar vanaf die plek kwam je ook heel erg lekker 't water in,13,59,1,205,1.5556098217596995e-10,NA,other,462.0000000000291,overlapped,9177,0.909665468017871,0.912408033406244,4,7,0.714285714285714,2,100,69
223454,224100,spreker1 [v] (TIE0),oh wat goed,/dutch2/DVA13U,oh wat goed,dutch,dutch2,646,dutch-04-175-223454,talk,oh wat goed,3,11,17,189,2.6445366969914893e-9,full,other,138,NA,9823,0.150157792934949,0.976635514018692,5,8,0.375,2,26,75
224504,224839,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,335,dutch-04-176-224504,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,self_during_other,-1281,NA,10158,0.17818468202402,1.00994233446013,5,9,0.444444444444444,2,10,100
225785,228150,spreker2 [v] (TIE2),dus zijn we gewoon iets van vier uur gebleven of zo,/dutch2/DVA13U,dus zijn we gewoon iets van vier uur gebleven of zo,dutch,dutch2,2365,dutch-04-177-225785,talk,dus zijn we gewoon iets van vier uur gebleven of zo,11,51,1,205,1.5556098217596995e-10,NA,other,946,overlapped,11173,0.83800232703839606,1.04616104868914,6,9,0.555555555555556,2,100,69
227792,229050,spreker1 [v] (TIE0),oh wat lekker man,/dutch2/DVA13U,oh wat lekker man,dutch,dutch2,1258,dutch-04-178-227792,talk,oh wat lekker man,4,17,1,205,1.5556098217596995e-10,partial,other,-358,overlapped,10124,0.303042275780324,1.0877833888471,6,9,0.555555555555556,2,100,69
228900,230168.99999999997,spreker2 [v] (TIE2),en toen weer door gefietst naar marken,/dutch2/DVA13U,en toen weer door gefietst naar marken,dutch,dutch2,1268.999999999971,dutch-04-179-228900,talk,en toen weer door gefietst naar marken,7,38,1,205,1.5556098217596995e-10,partial,other,-150,NA,11392,0.730688202247191,1.0926529829273,7,10,0.5,2,100,69
230308,230585,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,277,dutch-04-180-230308,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,139.0000000000291,NA,11208,0.257316202712348,1.18078381795196,7,10,0.5,2,10,100
230862,233474,spreker2 [v] (TIE2),en op ja marken is gewoon bizar plaatsje wat mij betreft,/dutch2/DVA13U,en op ja marken is gewoon bizar plaatsje wat mij betreft,dutch,dutch2,2612,dutch-04-181-230862,talk,en op ja marken is gewoon bizar plaatsje wat mij betreft,11,56,1,205,1.5556098217596995e-10,NA,other,277,NA,13820,0.791316931982634,1.11622647605202,8,11,0.545454545454545,2,100,69
233474,234247,spreker2 [v] (TIE2),al die plaatsjes,/dutch2/DVA13U,al die plaatsjes,dutch,dutch2,773,dutch-04-182-233474,talk,al die plaatsjes,3,16,1,205,1.5556098217596995e-10,NA,self,NA,NA,8888,0.78960396039604,0.912244688494304,5,7,0.571428571428571,2,100,69
234247,235944.00000000003,spreker2 [v] (TIE2),volendam marken en 't,/dutch2/DVA13U,volendam marken en 't,dutch,dutch2,1697.000000000029,dutch-04-183-234247,talk,volendam marken en 't,4,21,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10585,0.823334907888521,0.925262237762238,5,8,0.625,2,100,69
235090,235781.99999999997,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,691.9999999999709,dutch-04-184-235090,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-854.0000000000291,NA,10941,0.203454894433781,1.07697608032287,5,8,0.375,2,10,100
235944.00000000003,236704.99999999997,spreker2 [v] (TIE2),heel raar,/dutch2/DVA13U,heel raar,dutch,dutch2,760.9999999999418,dutch-04-185-235944,talk,heel raar,2,9,9,197,1.4000488395837298e-9,NA,other,162.0000000000582,NA,9336,0.761568123393316,1.04745876809155,5,8,0.625,2,27,74
236704.99999999997,239013,spreker1 [v] (TIE0),ja heel d*a zijn hele rare plaatsjes,/dutch2/DVA13U,ja heel d*a zijn hele rare plaatsjes,dutch,dutch2,2308.000000000029,dutch-04-186-236705,talk,ja heel d*a zijn hele rare plaatsjes,7,36,1,205,1.5556098217596995e-10,NA,other,0,NA,12579,0.360442006518801,1.12102308172177,7,10,0.4,2,100,69
236704.99999999997,237640,spreker2 [v] (TIE2),heel raar,/dutch2/DVA13U,heel raar,dutch,dutch2,935.0000000000292,dutch-04-187-236705,talk,heel raar,2,9,9,197,1.4000488395837298e-9,NA,other,923,NA,12579,0.639557993481199,1.12102308172177,7,10,0.6,2,27,74
238840,240063,spreker2 [v] (TIE2),en daar wilden we eigenlijk gaan eten,/dutch2/DVA13U,en daar wilden we eigenlijk gaan eten,dutch,dutch2,1223,dutch-04-188-238840,talk,en daar wilden we eigenlijk gaan eten,7,37,1,205,1.5556098217596995e-10,NA,self,NA,NA,12544,0.738839285714286,1.12371226372839,6,10,0.7,2,100,69
240063,240501,spreker2 [v] (TIE2),maar uh,/dutch2/DVA13U,maar uh,dutch,dutch2,438,dutch-04-189-240063,talk,maar uh,2,7,657,29,1.022035652896123e-7,NA,self,NA,NA,11714,0.720334642308349,1.14922005297753,5,10,0.7,2,20,81
240501,242263,spreker2 [v] (TIE2),toen waren ze zo onbeschoft,/dutch2/DVA13U,toen waren ze zo onbeschoft,dutch,dutch2,1762,dutch-04-190-240501,talk,toen waren ze zo onbeschoft,5,27,1,205,1.5556098217596995e-10,NA,self,NA,NA,13199,0.772785817107357,1.15770546443294,4,10,0.8,2,100,69
242263,243416,spreker2 [v] (TIE2),bij de bediening,/dutch2/DVA13U,bij de bediening,dutch,dutch2,1153,dutch-04-191-242263,talk,bij de bediening,3,16,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,11740,0.744548551959114,1.1808489237578,4,10,0.8,2,100,69
242297,243497,spreker1 [v] (TIE0),ja maar 't zijn echt heel,/dutch2/DVA13U,ja maar 't zijn echt heel,dutch,dutch2,1200,dutch-04-192-242297,talk,ja maar 't zijn echt heel,6,25,1,205,1.5556098217596995e-10,partial,other,34,overlapped,12940,0.324497681607419,1.29103062955203,5,11,0.272727272727273,2,100,69
243416,245666,spreker2 [v] (TIE2),ja [laugh] ja [laugh],/dutch2/DVA13U,ja ggg ja ggg,dutch,dutch2,2250,dutch-04-193-243416,talk,ja ja,2,5,7128,4,1.108838680950314e-6,partial,other,-81,overlapped,15190,0.723568136932192,1.24589895013123,6,12,0.75,2,13,89
243497,245193,spreker1 [v] (TIE0),'t zijn hele rare plaatsjes,/dutch2/DVA13U,'t zijn hele rare plaatsjes,dutch,dutch2,1696,dutch-04-194-243497,talk,'t zijn hele rare plaatsjes,5,27,1,205,1.5556098217596995e-10,full,other,81,NA,16113,0.365853658536585,1.41106927051406,7,12,0.333333333333333,2,100,69
245193,245689,spreker1 [v] (TIE0),'t zijn,/dutch2/DVA13U,'t zijn,dutch,dutch2,496,dutch-04-195-245193,talk,'t zijn,2,7,2,204,3.111219643519399e-10,NA,self_during_other,-473,NA,14221,0.400815695098798,1.45931246793227,5,11,0.363636363636364,2,31,72
246001,247732,spreker2 [v] (TIE2),dat thomas en ik echt zoiets hadden van,/dutch2/DVA13U,dat thomas en ik echt zoiets hadden van,dutch,dutch2,1731,dutch-04-196-246001,talk,dat thomas en ik echt zoiets hadden van,8,39,1,205,1.5556098217596995e-10,NA,other,312,overlapped,15192,0.62480252764613,1.37770925909132,5,11,0.636363636363636,2,100,69
247339,247674,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,335,dutch-04-197-247339,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-393,NA,12284,0.303402800390752,1.38146648672964,5,10,0.4,2,10,100
247951,249878,spreker2 [v] (TIE2),want eerst vroeg ik of we op 't terras konden zitten,/dutch2/DVA13U,want eerst vroeg ik of we op 't terras konden zitten,dutch,dutch2,1927,dutch-04-198-247951,talk,want eerst vroeg ik of we op 't terras konden zitten,11,52,1,205,1.5556098217596995e-10,NA,other,277,NA,14211,0.737738371683907,1.28746149664794,6,11,0.636363636363636,2,100,69
249878,250935,spreker2 [v] (TIE2),nou dat kon wel maar alleen op,/dutch2/DVA13U,nou dat kon wel maar alleen op,dutch,dutch2,1057,dutch-04-199-249878,talk,nou dat kon wel maar alleen op,7,30,1,205,1.5556098217596995e-10,NA,self,NA,NA,14045,0.734638661445354,1.2918506254599,6,11,0.636363636363636,2,100,69
251605,252320,spreker2 [v] (TIE2),bepaald zitje,/dutch2/DVA13U,bepaald zitje,dutch,dutch2,715,dutch-04-200-251605,talk,bepaald zitje,2,13,1,205,1.5556098217596995e-10,NA,self,NA,NA,12560,0.703264331210191,1.24888137615591,6,10,0.6,2,100,69
252632,252955,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,323,dutch-04-201-252632,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,312,overlapped,10530,0.270655270655271,1.10388929657197,5,9,0.444444444444444,2,10,100
252747,253508,spreker2 [v] (TIE2),maar dat was heel krap,/dutch2/DVA13U,maar dat was heel krap,dutch,dutch2,761,dutch-04-202-252747,talk,maar dat was heel krap,5,22,1,205,1.5556098217596995e-10,partial,other,-208,NA,11291,0.747586573377026,1.11880697582243,6,10,0.6,2,100,69
253508,255678,spreker2 [v] (TIE2),dus toen vroeg ik of ie de kettingen van de stoelen,/dutch2/DVA13U,dus toen vroeg ik of ie de kettingen van de stoelen,dutch,dutch2,2170,dutch-04-203-253508,talk,dus toen vroeg ik of ie de kettingen van de stoelen,11,51,1,205,1.5556098217596995e-10,NA,self,NA,NA,9515,0.87871781397793,0.907486886027659,5,9,0.666666666666667,2,100,69
255678,257374.00000000003,spreker2 [v] (TIE2),van van 'n wat ruimer zitje wilde halen,/dutch2/DVA13U,van van 'n wat ruimer zitje wilde halen,dutch,dutch2,1696.000000000029,dutch-04-204-255678,talk,van van 'n wat ruimer zitje wilde halen,8,39,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,10715,0.938590760615959,0.942143673612943,4,9,0.777777777777778,2,100,69
256889,257374.00000000003,spreker1 [v] (TIE0),ja?,/dutch2/DVA13U,ja?,dutch,dutch2,485.0000000000291,dutch-04-205-256889,talk,ja?,1,3,69,139,1.0733707770141928e-8,NA,other,-485.0000000000291,NA,9469,0.12070968423276,0.943597409068261,4,9,0.333333333333333,2,23,78
257661.99999999997,258158.00000000003,spreker2 [v] (TIE2),nee hoor dat,/dutch2/DVA13U,nee hoor dat,dutch,dutch2,496.0000000000582,dutch-04-206-257662,talk,nee hoor dat,3,12,1,205,1.5556098217596995e-10,NA,other,287.9999999999418,NA,9630,0.916095534787124,0.943470167532086,4,9,0.777777777777778,2,100,69
258435,259278.00000000003,spreker2 [v] (TIE2),doen we niet vandaag,/dutch2/DVA13U,doen we niet vandaag,dutch,dutch2,843.0000000000291,dutch-04-207-258435,talk,doen we niet vandaag,4,20,1,205,1.5556098217596995e-10,NA,self,NA,NA,8546,0.905452843435525,0.909148936170213,4,9,0.777777777777778,2,100,69
259278.00000000003,259757.99999999997,spreker2 [v] (TIE2),weet je wel?,/dutch2/DVA13U,weet je wel?,dutch,dutch2,479.9999999999418,dutch-04-208-259278,talk,weet je wel?,3,12,5,201,7.778049108798498e-10,NA,self,NA,overlapped,9025,0.910470914127424,0.913461538461538,4,10,0.8,2,28,73
259724,260380.99999999997,spreker1 [v] (TIE0),[laugh],/dutch2/DVA13U,ggg,dutch,dutch2,656.9999999999709,dutch-04-209-259724,laugh,NA,NA,NA,NA,NA,NA,partial,other,-33.999999999970896,NA,9681,0.151224047102572,0.921736646672379,5,11,0.272727272727273,2,NA,NA
260404,261466,spreker2 [v] (TIE2),nou wij echt zo duh*u,/dutch2/DVA13U,nou wij echt zo duh*u,dutch,dutch2,1062,dutch-04-210-260404,talk,nou wij echt zo duh*u,5,21,1,205,1.5556098217596995e-10,NA,other,23.000000000029104,NA,9686,0.84885401610572,0.982253321164182,6,11,0.727272727272727,2,100,69
261812,262678,spreker2 [v] (TIE2),en toen liep ik weer naar binnen,/dutch2/DVA13U,en toen liep ik weer naar binnen,dutch,dutch2,866,dutch-04-211-261812,talk,en toen liep ik weer naar binnen,7,32,1,205,1.5556098217596995e-10,NA,self,NA,NA,9837,0.851174138456847,0.979195699781007,5,11,0.727272727272727,2,100,69
262678,264639,spreker2 [v] (TIE2),want we waren alvast 'n roseetje*n gaan drinken,/dutch2/DVA13U,want we waren alvast 'n roseetje*n gaan drinken,dutch,dutch2,1961,dutch-04-212-262678,talk,want we waren alvast 'n roseetje*n gaan drinken,8,47,1,205,1.5556098217596995e-10,NA,self,NA,NA,11475,0.900566448801743,0.964934409687185,4,11,0.818181818181818,2,100,69
264639,265320,spreker2 [v] (TIE2),en toen uh,/dutch2/DVA13U,en toen uh,dutch,dutch2,681,dutch-04-213-264639,talk,en toen uh,3,10,54,152,8.400293037502379e-9,NA,self,NA,NA,9225,0.876314363143631,0.956751711263223,4,10,0.8,2,24,77
265320,266335,spreker2 [v] (TIE2),vroeg ik waar de wc was,/dutch2/DVA13U,vroeg ik waar de wc was,dutch,dutch2,1015,dutch-04-214-265320,talk,vroeg ik waar de wc was,6,23,1,205,1.5556098217596995e-10,NA,self,NA,NA,10240,0.88857421875,0.96087078915267,4,11,0.818181818181818,2,100,69
266335,266751,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,416,dutch-04-215-266335,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,0,NA,10553,0.147540983606557,0.955974273031978,5,12,0.25,2,10,100
266335,267928,spreker2 [v] (TIE2),toen zei ik dan moet je zeker hier de trap op?,/dutch2/DVA13U,toen zei ik dan moet je zeker hier de trap op?,dutch,dutch2,1593,dutch-04-216-266335,talk,toen zei ik dan moet je zeker hier de trap op?,11,46,1,205,1.5556098217596995e-10,partial,other,-416,NA,10553,0.852459016393443,0.955974273031978,5,12,0.75,2,100,69
268354,269924,spreker2 [v] (TIE2),zei die nee je moet natuurlijk de trap af,/dutch2/DVA13U,zei die nee je moet natuurlijk de trap af,dutch,dutch2,1570,dutch-04-217-268354,talk,zei die nee je moet natuurlijk de trap af,9,41,1,205,1.5556098217596995e-10,NA,self,NA,NA,11142,0.90378747083109,0.969797197319175,4,11,0.818181818181818,2,100,69
269924,270374,spreker2 [v] (TIE2),weet je wel?,/dutch2/DVA13U,weet je wel?,dutch,dutch2,450,dutch-04-218-269924,talk,weet je wel?,3,12,5,201,7.778049108798498e-10,NA,self,NA,NA,9614,0.956729769086748,0.964292878635908,2,9,0.888888888888889,2,28,73
270766,271332,spreker1 [v] (TIE0),sorry,/dutch2/DVA13U,sorry,dutch,dutch2,566,dutch-04-219-270766,talk,sorry,1,5,90,123,1.4000488395837298e-8,NA,other,392,NA,9118,0.107699056810704,0.957773109243698,3,9,0.222222222222222,2,23,78
271482,273755,spreker2 [v] (TIE2),toen zijn thomas en ik gewoon weer weg gegaan daar [laugh],/dutch2/DVA13U,toen zijn thomas en ik gewoon weer weg gegaan daar ggg,dutch,dutch2,2273,dutch-04-220-271482,talk,toen zijn thomas en ik gewoon weer weg gegaan daar,10,50,1,205,1.5556098217596995e-10,NA,other,150,overlapped,11391,0.913791589851637,0.953780457171565,4,10,0.8,2,100,69
273016,275451,spreker1 [v] (TIE0),ja oh dat doet dat doet me precies denken aan,/dutch2/DVA13U,ja oh dat doet dat doet me precies denken aan,dutch,dutch2,2435,dutch-04-221-273016,talk,ja oh dat doet dat doet me precies denken aan,10,45,1,205,1.5556098217596995e-10,partial,other,-739,overlapped,10999,0.310664605873261,1.01729559748428,5,9,0.333333333333333,2,100,69
273755,275463,spreker2 [v] (TIE2),[laugh] ja [laugh],/dutch2/DVA13U,ggg ja ggg,dutch,dutch2,1708,dutch-04-222-273755,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-1696,overlapped,12707,0.73109309829228,1.1739652623799,6,10,0.7,2,10,100
275451,275878,spreker1 [v] (TIE0),urk,/dutch2/DVA13U,urk,dutch,dutch2,427,dutch-04-223-275451,talk,urk,1,3,2,204,3.111219643519399e-10,partial,other,-12,NA,11438,0.336072739989509,1.19857487163366,6,9,0.444444444444444,2,31,72
275878,277528,spreker1 [v] (TIE0),waar wij dus wel eens met de boot komen,/dutch2/DVA13U,waar wij dus wel eens met de boot komen,dutch,dutch2,1650,dutch-04-224-275878,talk,waar wij dus wel eens met de boot komen,9,39,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,13088,0.419773838630807,1.16930224247297,6,10,0.5,2,100,69
276570,277609,spreker2 [v] (TIE2),ja net zoiets ja,/dutch2/DVA13U,ja net zoiets ja,dutch,dutch2,1039,dutch-04-225-276570,talk,ja net zoiets ja,4,16,1,205,1.5556098217596995e-10,partial,other,-958,NA,12118,0.580953952797491,1.30934629929768,6,9,0.555555555555556,2,100,69
278625,279121,spreker1 [v] (TIE0),wanneer nou,/dutch2/DVA13U,wanneer nou,dutch,dutch2,496,dutch-04-226-278625,talk,wanneer nou,2,11,1,205,1.5556098217596995e-10,NA,other,1016,NA,11044,0.504708438971387,1.20082635642057,7,9,0.555555555555556,2,100,69
279121,280355,spreker1 [v] (TIE0),voordat we naar londen gingen uh,/dutch2/DVA13U,voordat we naar londen gingen uh,dutch,dutch2,1234,dutch-04-227-279121,talk,voordat we naar londen gingen uh,6,32,1,205,1.5556098217596995e-10,NA,self,NA,NA,12278,0.554487701580062,1.17706835394497,7,10,0.6,2,100,69
280355,282190,spreker1 [v] (TIE0),waren we dus nog op die zondag gaan zeilen,/dutch2/DVA13U,waren we dus nog op die zondag gaan zeilen,dutch,dutch2,1835,dutch-04-228-280355,talk,waren we dus nog op die zondag gaan zeilen,9,42,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,13663,0.63258435189929,1.19599089635854,6,10,0.7,2,100,69
282167.00000000006,282501,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,333.9999999999418,dutch-04-229-282167,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-22.999999999941792,overlapped,11157,0.276059872725643,1.17627833421191,5,9,0.333333333333333,2,10,100
282190,284509,spreker1 [v] (TIE0),toen zaten we nog even in urk om daar een visje te eten,/dutch2/DVA13U,toen zaten we nog even in urk om daar een visje te eten,dutch,dutch2,2319,dutch-04-230-282190,talk,toen zaten we nog even in urk om daar een visje te eten,13,55,1,205,1.5556098217596995e-10,partial,other,-311,overlapped,13476,0.77144553279905,1.17253980683895,6,10,0.7,2,100,69
284348,284578,spreker2 [v] (TIE2),ja,/dutch2/DVA13U,ja,dutch,dutch2,230,dutch-04-231-284348,talk,ja,1,2,77862,1,1.2112289194185375e-5,partial,other,-161,NA,9563,0.167520652514901,1.04777035170374,5,9,0.333333333333333,2,10,100
285305,285651,spreker1 [v] (TIE0),en,/dutch2/DVA13U,en,dutch,dutch2,346,dutch-04-232-285305,talk,en,1,2,1435,18,2.2323000942251695e-7,NA,other,727,NA,9909,0.838328792007266,0.971470588235294,6,10,0.7,2,19,83
286436,288502,spreker1 [v] (TIE0),nou die die die bediening die liep ook weg,/dutch2/DVA13U,nou die die die bediening die liep ook weg,dutch,dutch2,2066,dutch-04-233-286436,talk,nou die die die bediening die liep ook weg,9,42,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,9898,0.838149121034552,0.829534026148173,5,9,0.666666666666667,2,100,69
287233,287579,spreker2 [v] (TIE2),die?,/dutch2/DVA13U,die?,dutch,dutch2,346,dutch-04-234-287233,talk,die?,1,4,1,205,1.5556098217596995e-10,full,other,-1269,NA,9205,0.0987506789788159,0.931963146704465,5,9,0.333333333333333,2,100,69
288502,289483,spreker1 [v] (TIE0),en luc zei nog van,/dutch2/DVA13U,en luc zei nog van,dutch,dutch2,981,dutch-04-235-288502,talk,en luc zei nog van,5,18,1,205,1.5556098217596995e-10,NA,other,923,NA,10186,0.910759866483409,0.938110149198747,6,10,0.7,2,100,69
289736,290913,spreker1 [v] (TIE0),wat zijn ze weer vriendelijk,/dutch2/DVA13U,wat zijn ze weer vriendelijk,dutch,dutch2,1177,dutch-04-236-289736,talk,wat zijn ze weer vriendelijk,5,28,1,205,1.5556098217596995e-10,NA,self,NA,overlapped,9633,0.905636873248209,0.912388709982951,6,9,0.666666666666667,2,100,69
290683,292206,spreker2 [v] (TIE2),[laugh] ja dat [laugh],/dutch2/DVA13U,ggg ja dat ggg,dutch,dutch2,1523,dutch-04-237-290683,talk,ja dat,2,6,123,93,1.9134000807644308e-8,partial,other,-230,overlapped,9321,0.260916210707006,0.928478932164558,6,9,0.444444444444444,2,22,79
290913,292102,spreker1 [v] (TIE0),dat is echt dat is,/dutch2/DVA13U,dat is echt dat is,dutch,dutch2,1189,dutch-04-238-290913,talk,dat is echt dat is,5,18,2,204,3.111219643519399e-10,full,other,-1293,NA,10510,0.7686013320647,1.04691702360793,7,10,0.6,2,31,72
292102,293082.99999999994,spreker1 [v] (TIE0),zo erg,/dutch2/DVA13U,zo erg,dutch,dutch2,980.9999999999418,dutch-04-239-292102,talk,zo erg,2,6,8,198,1.2444878574077598e-9,NA,self_during_other,-104,overlapped,11490,0.788337684943429,1.05258336386955,7,11,0.636363636363636,2,27,74
292206,293233,spreker2 [v] (TIE2),[laugh],/dutch2/DVA13U,ggg,dutch,dutch2,1027,dutch-04-240-292206,laugh,NA,NA,NA,NA,NA,NA,partial,other,104,NA,9865,0.316877850988343,1.11029825548678,6,10,0.4,2,NA,NA
293233,294133,spreker2 [v] (TIE2),dat is toch raar?,/dutch2/DVA13U,dat is toch raar?,dutch,dutch2,900,dutch-04-241-293233,talk,dat is toch raar?,4,17,1,205,1.5556098217596995e-10,NA,self,NA,NA,10765,0.373989781699954,1.10015329586101,6,11,0.454545454545455,2,100,69
294190,294502,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,312,dutch-04-242-294190,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,57,NA,11077,0.636544190665343,1.0909001378767,7,12,0.583333333333333,2,10,100
294629,295725,spreker1 [v] (TIE0),dat is echt zo erg,/dutch2/DVA13U,dat is echt zo erg,dutch,dutch2,1096,dutch-04-243-294629,talk,dat is echt zo erg,5,18,1,205,1.5556098217596995e-10,NA,self,NA,NA,11943,0.68215691199866,1.14616122840691,6,12,0.666666666666667,2,100,69
296706,297087,spreker2 [v] (TIE2),maar goed,/dutch2/DVA13U,maar goed,dutch,dutch2,381,dutch-04-244-296706,talk,maar goed,2,9,264,51,4.106809929445607e-8,NA,other,981,overlapped,9912,0.421408393866021,1.00588593464583,6,11,0.454545454545455,2,21,80
296741,297006,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,265,dutch-04-245-296741,talk,ja,1,2,77862,1,1.2112289194185375e-5,full,other,-346,NA,10177,0.589564704726344,1.03277856707936,7,12,0.583333333333333,2,10,100
297087,298471,spreker2 [v] (TIE2),toen zijn we na weer terug gefietst,/dutch2/DVA13U,toen zijn we na weer terug gefietst,dutch,dutch2,1384,dutch-04-246-297087,talk,toen zijn we na weer terug gefietst,7,35,1,205,1.5556098217596995e-10,NA,other,81,NA,11561,0.481013753135542,1.02874176899804,8,13,0.461538461538462,2,100,69
298621,300421,spreker2 [v] (TIE2),toen hadden we 'n beetje wind tegen dus dat duurde iets langer,/dutch2/DVA13U,toen hadden we 'n beetje wind tegen dus dat duurde iets langer,dutch,dutch2,1800,dutch-04-247-298621,talk,toen hadden we 'n beetje wind tegen dus dat duurde iets langer,12,62,1,205,1.5556098217596995e-10,NA,self,NA,NA,12034,0.582931693534984,1.12625175479644,7,12,0.5,2,100,69
300756,301125,spreker1 [v] (TIE0),ja,/dutch2/DVA13U,ja,dutch,dutch2,369,dutch-04-248-300756,talk,ja,1,2,77862,1,1.2112289194185375e-5,NA,other,335,overlapped,9703,0.433989487787282,0.950156678417548,6,11,0.545454545454545,2,10,100
